movie,character,dialog
The Return of the King,DENETHOR,would
The Return of the King,DENETHOR,have
The Return of the King,DENETHOR,remembered
The Return of the King,DENETHOR,his
The Return of the King,DENETHOR,fathers
The Return of the King,DENETHOR,need
The Return of the King,DENETHOR,he
The Return of the King,DENETHOR,would
The Return of the King,DENETHOR,have
The Return of the King,DENETHOR,brought
The Return of the King,DENETHOR,me
The Return of the King,DENETHOR,kingly
The Return of the King,DENETHOR,gift
The Return of the King,DENETHOR,you
The Return of the King,DENETHOR,desire
The Return of the King,DENETHOR,to
The Return of the King,DENETHOR,appear
The Return of the King,DENETHOR,lordly
The Return of the King,DENETHOR,ever
The Return of the King,FARAMIR,ring
The Return of the King,FARAMIR,he
The Return of the King,FARAMIR,would
The Return of the King,FARAMIR,have
The Return of the King,FARAMIR,stretched
The Return of the King,FARAMIR,out
The Return of the King,FARAMIR,his
The Return of the King,FARAMIR,hand
The Return of the King,FARAMIR,to
The Return of the King,FARAMIR,this
The Return of the King,FARAMIR,thing
The Return of the King,FARAMIR,and
The Return of the King,FARAMIR,taking
The Return of the King,FARAMIR,it
The Return of the King,FARAMIR,he
The Return of the King,FARAMIR,would
The Return of the King,FARAMIR,have
The Return of the King,FARAMIR,fallen
The Return of the King,FARAMIR,would
The Return of the King,FARAMIR,not
The Return of the King,FARAMIR,have
The Return of the King,FARAMIR,brought
The Return of the King,FARAMIR,the
The Return of the King,FARAMIR,boromir
The Return of the King,DENETHOR,unfit
The Return of the King,DENETHOR,for
The Return of the King,DENETHOR,my
The Return of the King,DENETHOR,halls
The Return of the King,DENETHOR,come
The Return of the King,DENETHOR,sing
The Return of the King,DENETHOR,me
The Return of the King,DENETHOR,song
The Return of the King,DENETHOR,why
The Return of the King,DENETHOR,should
The Return of the King,DENETHOR,your
The Return of the King,DENETHOR,songs
The Return of the King,DENETHOR,be
The Return of the King,DENETHOR,and
The Return of the King,PIPPIN,and
The Return of the King,PIPPIN,there
The Return of the King,PIPPIN,are
The Return of the King,PIPPIN,many
The Return of the King,PIPPIN,paths
The Return of the King,PIPPIN,to
The Return of the King,PIPPIN,tread
The Return of the King,PIPPIN,through
The Return of the King,PIPPIN,shadow
The Return of the King,PIPPIN,to
The Return of the King,PIPPIN,the
The Return of the King,PIPPIN,edge
The Return of the King,PIPPIN,of
The Return of the King,PIPPIN,night
The Return of the King,PIPPIN,until
The Return of the King,PIPPIN,the
The Return of the King,PIPPIN,stars
The Return of the King,PIPPIN,are
The Return of the King,PIPPIN,all
The Return of the King,PIPPIN,alight
The Return of the King,PIPPIN,mist
The Return of the King,PIPPIN,and
The Return of the King,PIPPIN,shadow
The Return of the King,PIPPIN,cloud
The Return of the King,PIPPIN,and
The Return of the King,PIPPIN,shade
The Return of the King,PIPPIN,all
The Return of the King,PIPPIN,shall
The Return of the King,PIPPIN,fade
The Return of the King,PIPPIN,all
The Return of the King,PIPPIN,shall
The Return of the King,PIPPIN,fade
The Return of the King,PIPPIN,is
The Return of the King,PIPPIN,behind
The Return of the King,PIPPIN,the
The Return of the King,PIPPIN,world
The Return of the King,PIPPIN,ahead
The Return of the King,PIPPIN,home
The Return of the King,ORCS,march
The Return of the King,ORCS,march
The Return of the King,ORCS,march
The Return of the King,ORCS,march
The Return of the King,ORCS,march
The Two Towers,GANDALF VOICEOVER,in
The Two Towers,GANDALF VOICEOVER,the
The Two Towers,GANDALF VOICEOVER,wilderness
The Two Towers,GANDALF VOICEOVER,somewhere
The Two Towers,SAM,put
The Two Towers,SAM,into
The Two Towers,SAM,songs
The Two Towers,SAM,or
The Two Towers,SAM,tales
The Two Towers,SAM,wonder
The Two Towers,SAM,if
The Two Towers,SAM,well
The Two Towers,SAM,ever
The Two Towers,SAM,be
The Two Towers,SAM,i
The Two Towers,FRODO,what
The Two Towers,SAM,say
The Two Towers,SAM,letshearaboutfrodoandthering
The Two Towers,SAM,and
The Two Towers,SAM,theyll
The Two Towers,SAM,say
The Two Towers,SAM,yesthatsoneofmyfavouritestories
The Two Towers,SAM,frodowasreallycourageouswasnthedad
The Two Towers,SAM,yesmyboythemostfamousestofhobbitsandthatssayingalot
The Two Towers,SAM,wonder
The Two Towers,SAM,if
The Two Towers,SAM,people
The Two Towers,SAM,will
The Two Towers,SAM,ever
The Two Towers,SAM,i
The Two Towers,FRODO,the
The Two Towers,FRODO,chief
The Two Towers,FRODO,characters
The Two Towers,FRODO,samwisethebrave
The Two Towers,FRODO,i
The Two Towers,FRODO,want
The Two Towers,FRODO,to
The Two Towers,FRODO,hear
The Two Towers,FRODO,more
The Two Towers,FRODO,about
The Two Towers,FRODO,sam
The Two Towers,FRODO,youve
The Two Towers,FRODO,left
The Two Towers,FRODO,out
The Two Towers,FRODO,one
The Two Towers,FRODO,of
The Two Towers,FRODO,well
The Two Towers,FRODO,sam
The Two Towers,FRODO,wouldnt
The Two Towers,FRODO,have
The Two Towers,FRODO,got
The Two Towers,FRODO,far
The Two Towers,FRODO,without
The Two Towers,FRODO,frodo
The Two Towers,SAM,fun
The Two Towers,SAM,i
The Two Towers,SAM,was
The Two Towers,SAM,being
The Two Towers,SAM,serious
The Two Towers,SAM,mr
The Two Towers,SAM,frodo
The Two Towers,SAM,you
The Two Towers,SAM,shouldnt
The Two Towers,SAM,make
The Two Towers,SAM,now
The Two Towers,FRODO,was
The Two Towers,FRODO,l
The Two Towers,FRODO,so
The Two Towers,SAM,samwisethebrave
The Two Towers,FRODO,smeagol
The Two Towers,SAM,you
The Two Towers,SAM,come
The Two Towers,SAM,on
The Two Towers,SAM,not
The Two Towers,SAM,going
The Two Towers,SAM,to
The Two Towers,SAM,wait
The Two Towers,SAM,for
The Two Towers,SAM,were
The Two Towers,SMEAGOL,wouldnt
The Two Towers,SMEAGOL,hurt
The Two Towers,SMEAGOL,us
The Two Towers,SMEAGOL,master
The Two Towers,SMEAGOL,looks
The Two Towers,SMEAGOL,after
The Two Towers,SMEAGOL,us
The Two Towers,SMEAGOL,master
The Two Towers,SMEAGOL,master
The Two Towers,GOLLUM,broke
The Two Towers,GOLLUM,his
The Two Towers,GOLLUM,promise
The Two Towers,GOLLUM,master
The Two Towers,SMEAGOL,ask
The Two Towers,SMEAGOL,smeagol
The Two Towers,SMEAGOL,poor
The Two Towers,SMEAGOL,poor
The Two Towers,SMEAGOL,smeagol
The Two Towers,SMEAGOL,dont
The Two Towers,GOLLUM,we
The Two Towers,GOLLUM,ought
The Two Towers,GOLLUM,to
The Two Towers,GOLLUM,wring
The Two Towers,GOLLUM,his
The Two Towers,GOLLUM,filthy
The Two Towers,GOLLUM,little
The Two Towers,GOLLUM,neck
The Two Towers,GOLLUM,kill
The Two Towers,GOLLUM,him
The Two Towers,GOLLUM,kill
The Two Towers,GOLLUM,him
The Two Towers,GOLLUM,kill
The Two Towers,GOLLUM,them
The Two Towers,GOLLUM,both
The Two Towers,GOLLUM,and
The Two Towers,GOLLUM,then
The Two Towers,GOLLUM,we
The Two Towers,GOLLUM,take
The Two Towers,GOLLUM,the
The Two Towers,GOLLUM,preciousand
The Two Towers,GOLLUM,we
The Two Towers,GOLLUM,be
The Two Towers,GOLLUM,the
The Two Towers,GOLLUM,master
The Two Towers,GOLLUM,betrayed
The Two Towers,GOLLUM,us
The Two Towers,GOLLUM,wicked
The Two Towers,GOLLUM,tricksy
The Two Towers,GOLLUM,false
The Two Towers,GOLLUM,master
The Return of the King,DENETHOR,know
The Return of the King,DENETHOR,nothing
The Return of the King,DENETHOR,of
The Return of the King,DENETHOR,this
The Return of the King,DENETHOR,matter
The Return of the King,DENETHOR,you
The Return of the King,FARAMIR,his
The Return of the King,FARAMIR,own
The Return of the King,FARAMIR,and
The Return of the King,FARAMIR,when
The Return of the King,FARAMIR,he
The Return of the King,FARAMIR,returned
The Return of the King,FARAMIR,you
The Return of the King,FARAMIR,would
The Return of the King,FARAMIR,not
The Return of the King,FARAMIR,have
The Return of the King,FARAMIR,known
The Return of the King,FARAMIR,your
The Return of the King,FARAMIR,son
The Return of the King,FARAMIR,would
The Return of the King,FARAMIR,have
The Return of the King,FARAMIR,kept
The Return of the King,FARAMIR,it
The Return of the King,FARAMIR,for
The Return of the King,FARAMIR,he
The Return of the King,DENETHOR,not
The Return of the King,DENETHOR,some
The Return of the King,DENETHOR,wizards
The Return of the King,DENETHOR,pupil
The Return of the King,DENETHOR,boromir
The Return of the King,DENETHOR,was
The Return of the King,DENETHOR,loyal
The Return of the King,DENETHOR,to
The Return of the King,DENETHOR,me
The Return of the King,FARAMIR,father
The Return of the King,DENETHOR,son
The Return of the King,DENETHOR,leave
The Return of the King,DENETHOR,me
The Return of the King,DENETHOR,my
The Return of the King,GOLLUM,fall
The Return of the King,GOLLUM,very
The Return of the King,GOLLUM,dangerous
The Return of the King,GOLLUM,are
The Return of the King,GOLLUM,the
The Return of the King,GOLLUM,stairs
The Return of the King,GOLLUM,master
The Return of the King,GOLLUM,careful
The Return of the King,GOLLUM,very
The Return of the King,GOLLUM,far
The Return of the King,GOLLUM,to
The Return of the King,GOLLUM,careful
The Return of the King,GOLLUM,master
The Return of the King,GOLLUM,come
The Return of the King,GOLLUM,to
The Return of the King,GOLLUM,smeagol
The Return of the King,GOLLUM,come
The Return of the King,SAM,touch
The Return of the King,SAM,him
The Return of the King,SAM,frodo
The Return of the King,SAM,get
The Return of the King,SAM,back
The Return of the King,SAM,you
The Return of the King,SAM,dont
The Return of the King,SAM,mr
The Return of the King,GOLLUM,what
The Return of the King,GOLLUM,has
The Return of the King,GOLLUM,smeagol
The Return of the King,GOLLUM,ever
The Return of the King,GOLLUM,done
The Return of the King,GOLLUM,to
The Return of the King,GOLLUM,him
The Return of the King,GOLLUM,master
The Return of the King,GOLLUM,master
The Return of the King,GOLLUM,carries
The Return of the King,GOLLUM,heavy
The Return of the King,GOLLUM,burden
The Return of the King,GOLLUM,smeagol
The Return of the King,GOLLUM,knows
The Return of the King,GOLLUM,heavy
The Return of the King,GOLLUM,heavy
The Return of the King,GOLLUM,burden
The Return of the King,GOLLUM,fat
The Return of the King,GOLLUM,one
The Return of the King,GOLLUM,cannot
The Return of the King,GOLLUM,know
The Return of the King,GOLLUM,he
The Return of the King,GOLLUM,wants
The Return of the King,GOLLUM,it
The Return of the King,GOLLUM,he
The Return of the King,GOLLUM,needs
The Return of the King,GOLLUM,it
The Return of the King,GOLLUM,smeagol
The Return of the King,GOLLUM,sees
The Return of the King,GOLLUM,it
The Return of the King,GOLLUM,in
The Return of the King,GOLLUM,his
The Return of the King,GOLLUM,eye
The Return of the King,GOLLUM,very
The Return of the King,GOLLUM,soon
The Return of the King,GOLLUM,he
The Return of the King,GOLLUM,will
The Return of the King,GOLLUM,does
The Return of the King,GOLLUM,ask
The Return of the King,GOLLUM,you
The Return of the King,GOLLUM,for
The Return of the King,GOLLUM,it
The Return of the King,GOLLUM,you
The Return of the King,GOLLUM,will
The Return of the King,GOLLUM,see
The Return of the King,GOLLUM,the
The Return of the King,GOLLUM,fat
The Return of the King,GOLLUM,one
The Return of the King,GOLLUM,he
The Return of the King,GOLLUM,will
The Return of the King,GOLLUM,take
The Return of the King,GOLLUM,it
The Return of the King,GOLLUM,from
The Return of the King,GOLLUM,you
The Return of the King,GOLLUM,hates
The Return of the King,GOLLUM,poor
The Return of the King,GOLLUM,smeagol
The Return of the King,GOLLUM,why
The Return of the King,WITCH KING,stop
The Return of the King,WITCH KING,the
The Return of the King,WITCH KING,attack
The Return of the King,WITCH KING,until
The Return of the King,WITCH KING,the
The Return of the King,WITCH KING,city
The Return of the King,WITCH KING,is
The Return of the King,WITCH KING,taken
The Return of the King,WITCH KING,forth
The Return of the King,WITCH KING,all
The Return of the King,WITCH KING,legions
The Return of the King,WITCH KING,do
The Return of the King,WITCH KING,not
The Return of the King,WITCH KING,send
The Two Towers,SMEAGOL,eyes
The Two Towers,SMEAGOL,always
The Two Towers,SMEAGOL,watching
The Two Towers,SMEAGOL,the
The Two Towers,SMEAGOL,fat
The Two Towers,SMEAGOL,hobbit
The Two Towers,SMEAGOL,he
The Two Towers,SMEAGOL,knows
The Two Towers,SMEAGOL,but
The Two Towers,GOLLUM,put
The Two Towers,GOLLUM,out
The Two Towers,GOLLUM,his
The Two Towers,GOLLUM,eyeses
The Two Towers,GOLLUM,and
The Two Towers,GOLLUM,make
The Two Towers,GOLLUM,him
The Two Towers,GOLLUM,crawl
The Two Towers,GOLLUM,then
The Two Towers,GOLLUM,we
The Two Towers,GOLLUM,stabs
The Two Towers,GOLLUM,them
The Two Towers,GOLLUM,out
The Two Towers,SMEAGOL,yes
The Two Towers,SMEAGOL,yes
The Two Towers,SMEAGOL,yes
The Two Towers,GOLLUM,them
The Two Towers,GOLLUM,both
The Two Towers,GOLLUM,kill
The Two Towers,SMEAGOL,its
The Two Towers,SMEAGOL,too
The Two Towers,SMEAGOL,risky
The Two Towers,SMEAGOL,no
The Two Towers,SMEAGOL,no
The Two Towers,SMEAGOL,its
The Two Towers,SMEAGOL,too
The Two Towers,SMEAGOL,risky
The Two Towers,SMEAGOL,yes
The Two Towers,SAM,gone
The Two Towers,SAM,hey
The Two Towers,SAM,gollum
The Two Towers,SAM,where
The Two Towers,SAM,are
The Two Towers,SAM,you
The Two Towers,SAM,is
The Two Towers,SAM,he
The Two Towers,SAM,where
The Two Towers,SAM,has
The Two Towers,SAM,he
The Two Towers,SAM,where
The Two Towers,FRODO,smeagol
The Two Towers,GOLLUM,could
The Two Towers,GOLLUM,let
The Two Towers,GOLLUM,do
The Two Towers,GOLLUM,it
The Two Towers,GOLLUM,we
The Two Towers,SMEAGOL,she
The Two Towers,SMEAGOL,could
The Two Towers,SMEAGOL,do
The Two Towers,SMEAGOL,it
The Two Towers,SMEAGOL,yes
The Two Towers,GOLLUM,we
The Two Towers,GOLLUM,takes
The Two Towers,GOLLUM,it
The Two Towers,GOLLUM,once
The Two Towers,GOLLUM,theyre
The Two Towers,GOLLUM,dead
The Two Towers,GOLLUM,precious
The Two Towers,GOLLUM,she
The Two Towers,GOLLUM,could
The Two Towers,GOLLUM,and
The Two Towers,GOLLUM,then
The Two Towers,GOLLUM,yes
The Two Towers,SMEAGOL,theyre
The Two Towers,SMEAGOL,dead
The Two Towers,SMEAGOL,ssssssssssssssh
The Two Towers,SMEAGOL,once
The Two Towers,SMEAGOL,go
The Two Towers,SMEAGOL,yet
The Two Towers,SMEAGOL,smeagol
The Two Towers,SMEAGOL,will
The Two Towers,SMEAGOL,show
The Two Towers,SMEAGOL,you
The Two Towers,SMEAGOL,the
The Two Towers,SMEAGOL,way
The Two Towers,SMEAGOL,on
The Two Towers,SMEAGOL,hobbits
The Two Towers,SMEAGOL,long
The Two Towers,SMEAGOL,ways
The Two Towers,SMEAGOL,to
The Two Towers,SMEAGOL,come
The Two Towers,EOMER,away
The Two Towers,EOMER,from
The Two Towers,EOMER,the
The Two Towers,EOMER,trees
The Two Towers,EOMER,out
The Two Towers,EOMER,of
The Two Towers,EOMER,the
The Two Towers,EOMER,forest
The Two Towers,EOMER,keep
The Two Towers,EOMER,stay
The Two Towers,LEGOLAS,count
The Two Towers,LEGOLAS,final
The Two Towers,GIMLI,pointyeared
The Two Towers,GIMLI,elvish
The Two Towers,GIMLI,princeling
The Two Towers,GIMLI,i
The Two Towers,GIMLI,myself
The Two Towers,GIMLI,am
The Two Towers,GIMLI,sitting
The Two Towers,GIMLI,pretty
The Two Towers,GIMLI,on
The Two Towers,GIMLI,thats
The Two Towers,GIMLI,not
The Two Towers,GIMLI,bad
The Two Towers,GIMLI,for
The Two Towers,GIMLI,fortytwo
The Two Towers,LEGOLAS,fortythree
The Two Towers,GIMLI,was
The Two Towers,GIMLI,already
The Two Towers,GIMLI,dead
The Two Towers,GIMLI,he
The Return of the King,WITCH KING,them
The Return of the King,WITCH KING,all
The Return of the King,WITCH KING,slay
The Return of the King,GOTHMOG,of
The Return of the King,GOTHMOG,the
The Return of the King,GOTHMOG,wizard
The Return of the King,GOTHMOG,what
The Return of the King,WITCH KING,will
The Return of the King,WITCH KING,break
The Return of the King,WITCH KING,him
The Return of the King,WITCH KING,i
The Return of the King,SOLDIER 1,are
The Return of the King,SOLDIER 1,theodens
The Return of the King,SOLDIER 1,riders
The Return of the King,SOLDIER 1,where
The Return of the King,SOLDIER 2,rohans
The Return of the King,SOLDIER 2,army
The Return of the King,SOLDIER 2,come
The Return of the King,SOLDIER 2,mithrandir
The Return of the King,SOLDIER 2,will
The Return of the King,GANDALF,you
The Return of the King,GANDALF,have
The Return of the King,GANDALF,now
The Return of the King,GANDALF,is
The Return of the King,GANDALF,the
The Return of the King,GANDALF,best
The Return of the King,GANDALF,defence
The Return of the King,GANDALF,that
The Return of the King,GANDALF,courage
The Two Towers,GOLLUM,me
The Two Towers,GOLLUM,follow
The Two Towers,LEGOLAS,was
The Two Towers,LEGOLAS,twitching
The Two Towers,LEGOLAS,he
The Two Towers,GIMLI,axe
The Two Towers,GIMLI,embedded
The Two Towers,GIMLI,in
The Two Towers,GIMLI,his
The Two Towers,GIMLI,nervous
The Two Towers,GIMLI,system
The Two Towers,GIMLI,was
The Two Towers,GIMLI,twitchingbecause
The Two Towers,GIMLI,hes
The Two Towers,GIMLI,got
The Two Towers,GIMLI,my
The Two Towers,GIMLI,he
The Two Towers,MERRY,he
The Two Towers,MERRY,doesnt
The Two Towers,MERRY,look
The Two Towers,MERRY,too
The Two Towers,MERRY,happy
The Two Towers,MERRY,does
The Two Towers,MERRY,he
The Two Towers,PIPPIN,too
The Two Towers,PIPPIN,happy
The Two Towers,PIPPIN,at
The Two Towers,PIPPIN,all
The Two Towers,PIPPIN,merry
The Two Towers,PIPPIN,not
The Two Towers,MERRY,be
The Two Towers,MERRY,quite
The Two Towers,MERRY,nice
The Two Towers,MERRY,from
The Two Towers,MERRY,up
The Two Towers,MERRY,there
The Two Towers,MERRY,i
The Two Towers,MERRY,suppose
The Two Towers,MERRY,the
The Two Towers,MERRY,view
The Two Towers,MERRY,would
The Two Towers,MERRY,still
The Two Towers,PIPPIN,i
The Two Towers,PIPPIN,hear
The Two Towers,PIPPIN,the
The Two Towers,PIPPIN,staff
The Two Towers,PIPPIN,are
The Two Towers,PIPPIN,very
The Two Towers,PIPPIN,good
The Two Towers,PIPPIN,yes
The Two Towers,PIPPIN,its
The Two Towers,PIPPIN,quality
The Two Towers,PIPPIN,establishment
The Two Towers,PIPPIN,oh
The Two Towers,PIPPIN,are
The Two Towers,PIPPIN,you
The Two Towers,PIPPIN,doing
The Two Towers,PIPPIN,what
The Two Towers,MERRY,thats
The Two Towers,MERRY,all
The Two Towers,MERRY,the
The Two Towers,MERRY,worlds
The Two Towers,MERRY,back
The Two Towers,MERRY,to
The Two Towers,MERRY,normal
The Two Towers,MERRY,nothing
The Two Towers,PIPPIN,it
The Two Towers,PIPPIN,isnt
The Two Towers,PIPPIN,im
The Two Towers,PIPPIN,starving
The Two Towers,PIPPIN,no
The Two Towers,MERRY,decent
The Two Towers,MERRY,around
The Two Towers,MERRY,here
The Two Towers,MERRY,probably
The Two Towers,MERRY,only
The Two Towers,MERRY,dead
The Two Towers,MERRY,rats
The Two Towers,MERRY,and
The Two Towers,MERRY,mouldy
The Two Towers,MERRY,bread
The Two Towers,MERRY,luck
The Two Towers,MERRY,trying
The Two Towers,MERRY,to
The Two Towers,MERRY,find
The Two Towers,MERRY,something
The Two Towers,MERRY,good
The Two Towers,MERRY,storeroom
The Two Towers,MERRY,sarumans
The Two Towers,PIPPIN,dont
The Two Towers,PIPPIN,believe
The Two Towers,PIPPIN,it
The Two Towers,PIPPIN,i
The Two Towers,MERRY,cant
The Two Towers,MERRY,be
The Two Towers,MERRY,it
The Two Towers,PIPPIN,is
The Two Towers,PIPPIN,lt
The Two Towers,MERRY,south
The Two Towers,MERRY,farthing
The Two Towers,MERRY,leaf
The Two Towers,MERRY,the
The Two Towers,MERRY,finest
The Two Towers,MERRY,pipeweed
The Two Towers,MERRY,in
The Two Towers,MERRY,longbottom
The Two Towers,PIPPIN,do
The Two Towers,PIPPIN,you
The Two Towers,PIPPIN,think
The Two Towers,PIPPIN,we
The Two Towers,PIPPIN,should
The Two Towers,PIPPIN,share
The Two Towers,PIPPIN,it
The Two Towers,PIPPIN,with
The Two Towers,PIPPIN,treebeard
The Two Towers,PIPPIN,perfect
The Two Towers,PIPPIN,one
The Two Towers,PIPPIN,barrel
The Two Towers,PIPPIN,each
The Two Towers,PIPPIN,wait
The Two Towers,PIPPIN,its
The Two Towers,MERRY,and
The Two Towers,MERRY,all
The Two Towers,MERRY,that
The Two Towers,MERRY,dont
The Two Towers,MERRY,think
The Two Towers,MERRY,hed
The Two Towers,MERRY,understand
The Two Towers,MERRY,could
The Two Towers,MERRY,be
The Two Towers,MERRY,distant
The Two Towers,MERRY,relative
The Two Towers,MERRY,it
The Two Towers,MERRY,no
The Two Towers,MERRY,no
The Two Towers,MERRY,dead
The Two Towers,MERRY,plant
The Two Towers,MERRY,share
The Two Towers,PIPPIN,get
The Two Towers,PIPPIN,it
The Two Towers,PIPPIN,dont
The Two Towers,PIPPIN,be
The Two Towers,PIPPIN,hasty
The Two Towers,PIPPIN,i
The Two Towers,MERRY,exactly
The Two Towers,MERRY,barhrum
The Two Towers,FARAMIR,right
The Two Towers,FARAMIR,under
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,river
The Two Towers,FARAMIR,through
The Two Towers,FARAMIR,to
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,edge
The Two Towers,FARAMIR,of
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,city
The Two Towers,FARAMIR,youll
The Two Towers,FARAMIR,find
The Two Towers,FARAMIR,cover
The Two Towers,FARAMIR,in
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,woods
The Two Towers,FARAMIR,there
The Two Towers,FARAMIR,is
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,old
The Two Towers,FARAMIR,sewer
The Two Towers,FARAMIR,runs
The Two Towers,FARAMIR,this
The Two Towers,SAM,sir
The Two Towers,SAM,faramiryou
The Two Towers,SAM,have
The Two Towers,SAM,shown
The Two Towers,SAM,your
The Two Towers,SAM,quality
The Two Towers,SAM,captain
The Two Towers,SAM,very
The Two Towers,SAM,highest
The Two Towers,SAM,the
The Two Towers,FARAMIR,great
The Two Towers,FARAMIR,realm
The Two Towers,FARAMIR,master
The Two Towers,FARAMIR,gamgeewhere
The Two Towers,FARAMIR,gardeners
The Two Towers,FARAMIR,are
The Two Towers,FARAMIR,held
The Two Towers,FARAMIR,in
The Two Towers,FARAMIR,high
The Two Towers,FARAMIR,honor
The Two Towers,FARAMIR,shire
The Two Towers,FARAMIR,must
The Two Towers,FARAMIR,truly
The Two Towers,FARAMIR,be
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,you
The Two Towers,FARAMIR,reach
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,woods
The Two Towers,FARAMIR,road
The Two Towers,FARAMIR,will
The Two Towers,FARAMIR,you
The Two Towers,FARAMIR,take
The Two Towers,FARAMIR,once
The Two Towers,FARAMIR,what
The Two Towers,FRODO,morgul
The Two Towers,FRODO,that
The Two Towers,FRODO,climbs
The Two Towers,FRODO,up
The Two Towers,FRODO,into
The Two Towers,FRODO,the
The Two Towers,FRODO,mountains
The Two Towers,FRODO,says
The Two Towers,FRODO,theres
The Two Towers,FRODO,pathnear
The Two Towers,FRODO,minas
The Two Towers,FRODO,gollum
The Two Towers,FARAMIR,ungol
The Two Towers,FARAMIR,cirith
The Two Towers,FARAMIR,that
The Two Towers,FARAMIR,its
The Two Towers,FARAMIR,name
The Two Towers,FARAMIR,ls
The Two Towers,GOLLUM,no
The Two Towers,GOLLUM,yes
The Two Towers,GOLLUM,no
The Two Towers,FARAMIR,in
The Two Towers,FARAMIR,the
The Two Towers,FARAMIR,passes
The Two Towers,FARAMIR,above
The Two Towers,FARAMIR,minas
The Two Towers,FARAMIR,morgul
The Two Towers,FARAMIR,you
The Two Towers,FARAMIR,cannot
The Two Towers,FARAMIR,go
The Two Towers,FARAMIR,that
The Two Towers,FARAMIR,way
The Two Towers,FARAMIR,say
The Two Towers,FARAMIR,dark
The Two Towers,FARAMIR,terror
The Two Towers,FARAMIR,dwells
The Two Towers,FARAMIR,frodothey
The Two Towers,GOLLUM,says
The Two Towers,GOLLUM,we
The Two Towers,GOLLUM,must
The Two Towers,GOLLUM,go
The Two Towers,GOLLUM,to
The Two Towers,GOLLUM,mordor
The Two Towers,GOLLUM,so
The Two Towers,GOLLUM,we
The Two Towers,GOLLUM,must
The Two Towers,GOLLUM,try
The Two Towers,GOLLUM,is
The Two Towers,GOLLUM,the
The Two Towers,GOLLUM,only
The Two Towers,GOLLUM,way
The Two Towers,GOLLUM,master
The Two Towers,GOLLUM,lt
The Two Towers,FRODO,must
The Two Towers,FRODO,i
The Two Towers,FARAMIR,goodwill
The Two Towers,FARAMIR,of
The Two Towers,FARAMIR,all
The Two Towers,FARAMIR,men
The Two Towers,FARAMIR,go
The Two Towers,FARAMIR,frodo
The Two Towers,FARAMIR,go
The Two Towers,FARAMIR,with
The Two Towers,FARAMIR,the
The Two Towers,FRODO,you
The Two Towers,FRODO,thank
The Two Towers,FARAMIR,you
The Two Towers,FARAMIR,bring
The Two Towers,FARAMIR,them
The Two Towers,FARAMIR,to
The Two Towers,FARAMIR,harm
The Two Towers,FARAMIR,death
The Two Towers,FARAMIR,find
The Two Towers,FARAMIR,you
The Two Towers,FARAMIR,quickly
The Two Towers,FARAMIR,if
The Two Towers,FARAMIR,may
The Two Towers,SAM,on
The Two Towers,SAM,keep
The Two Towers,SAM,up
The Two Towers,SAM,come
The Two Towers,SAM,rangers
The Two Towers,SAM,to
The Two Towers,SAM,hurt
The Two Towers,SAM,you
The Two Towers,SAM,you
The Two Towers,SAM,know
The Two Towers,SAM,that
The Two Towers,SAM,dont
The Two Towers,SAM,you
The Two Towers,SAM,he
The Two Towers,SAM,was
The Two Towers,SAM,trying
The Two Towers,SAM,to
The Two Towers,SAM,save
The Two Towers,SAM,you
The Two Towers,SAM,see
The Two Towers,SAM,frodo
The Two Towers,SAM,didnt
The Two Towers,SAM,mean
The Two Towers,SAM,for
The Two Towers,SAM,them
The Two Towers,SAM,mr
The Two Towers,GOLLUM,me
The Two Towers,GOLLUM,save
The Two Towers,SAM,and
The Two Towers,SAM,forget
The Two Towers,SAM,theres
The Two Towers,SAM,no
The Two Towers,SAM,hard
The Two Towers,SAM,feelings
The Two Towers,SAM,forgive
The Two Towers,SAM,so
The Two Towers,GOLLUM,gollum
The Two Towers,GOLLUM,yes
The Two Towers,GOLLUM,master
The Two Towers,GOLLUM,nice
The Two Towers,GOLLUM,hobbits
The Two Towers,GOLLUM,no
The Two Towers,GOLLUM,no
The Two Towers,GOLLUM,hard
The Two Towers,GOLLUM,feelings
The Two Towers,GOLLUM,gollum
The Two Towers,GOLLUM,no
The Two Towers,SAM,indeed
The Two Towers,SAM,gollum
The Two Towers,SAM,decent
The Two Towers,SAM,of
The Two Towers,SAM,you
The Two Towers,SAM,very
The Two Towers,SAM,decent
The Two Towers,SAM,very
The Two Towers,MADRIL,shore
The Two Towers,MADRIL,their
The Two Towers,MADRIL,numbers
The Two Towers,MADRIL,are
The Two Towers,MADRIL,too
The Two Towers,MADRIL,great
The Two Towers,MADRIL,by
The Two Towers,MADRIL,nightfall
The Two Towers,MADRIL,we
The Two Towers,MADRIL,will
The Two Towers,MADRIL,be
The Two Towers,MADRIL,overrun
The Two Towers,MADRIL,orcs
The Two Towers,MADRIL,have
The Two Towers,MADRIL,taken
The Two Towers,MADRIL,the
The Two Towers,MADRIL,eastern
The Two Towers,MADRIL,faramir
The Two Towers,SAM,frodo
The Two Towers,SAM,mr
The Two Towers,FRODO,eye
